Timestamp,voltage,resistance
2024-09-11 12:10:26,0.04028381825,0.0001329041315
2024-09-11 12:10:28,0.02094758511,0.0000691101471
2024-09-11 12:10:30,0.02175326109,0.00007176822847
2024-09-11 12:10:32,0.02094758511,0.0000691101471
2024-09-11 12:10:34,0.02014190912,0.00006645206572
2024-09-11 12:10:38,0.02175326109,0.00007176822847
2024-09-11 12:10:40,0.02255893707,0.00007442630984
2024-09-11 12:10:42,0.02175326109,0.00007176822847
2024-09-11 12:10:44,0.01450217342,0.00004784548355
2024-09-11 12:10:46,0.02175326109,0.00007176822847
2024-09-11 12:10:51,0.01450217342,0.00004784548355
2024-09-11 12:10:53,0.02175326109,0.00007176822847
2024-09-11 12:10:55,0.02255893707,0.00007442630984
2024-09-11 12:10:57,0.02578164339,0.00008505864319
2024-09-11 12:10:59,0.01127946854,0.00003721315492
2024-09-11 12:11:03,0.02336461306,0.00007708439121
2024-09-11 12:11:06,0.02014190912,0.00006645206572
2024-09-11 12:11:08,0.02094758511,0.0000691101471
2024-09-11 12:11:10,0.02014190912,0.00006645206572
2024-09-11 12:11:12,0.02175326109,0.00007176822847
2024-09-11 12:11:16,0.02175326109,0.00007176822847
2024-09-11 12:11:18,0.01691920281,0.00005581973238
2024-09-11 12:11:20,0.01691920281,0.00005581973238
2024-09-11 12:11:22,0.01933623123,0.00006379397806
2024-09-11 12:11:24,0.004028381824,0.00001329041314
2024-09-11 12:11:29,0.02255893707,0.00007442630984
2024-09-11 12:11:31,0.02336461306,0.00007708439121
2024-09-11 12:11:33,0.02255893707,0.00007442630984
2024-09-11 12:11:35,0.02175326109,0.00007176822847
2024-09-11 12:11:37,0.02094758511,0.0000691101471
2024-09-11 12:11:41,0.02175326109,0.00007176822847
2024-09-11 12:11:43,0.02094758511,0.0000691101471
2024-09-11 12:11:45,0.02175326109,0.00007176822847
2024-09-11 12:11:48,0.02578164339,0.00008505864319
2024-09-11 12:11:50,0.01127946854,0.00003721315492
2024-09-11 12:11:54,0.02255893707,0.00007442630984
2024-09-11 12:11:56,0.02255893707,0.00007442630984
2024-09-11 12:11:58,0.02819867134,0.0000930328873
2024-09-11 12:12:00,0.02175326109,0.00007176822847
2024-09-11 12:12:02,0.02175326109,0.00007176822847
2024-09-11 12:12:07,0.02175326109,0.00007176822847
2024-09-11 12:12:09,0.02014190912,0.00006645206572
2024-09-11 12:12:11,0.02175326109,0.00007176822847
2024-09-11 12:12:13,0.02255893707,0.00007442630984
2024-09-11 12:12:15,0.02578164339,0.00008505864319
2024-09-11 12:12:19,0.02175326109,0.00007176822847
2024-09-11 12:12:21,0.02739299536,0.00009037480593
2024-09-11 12:12:24,0.02014190912,0.00006645206572
2024-09-11 12:12:26,0.02175326109,0.00007176822847
2024-09-11 12:12:28,0.02255893707,0.00007442630984
2024-09-11 12:12:32,0.02175326109,0.00007176822847
2024-09-11 12:12:34,0.02417029142,0.00007974248044
2024-09-11 12:12:36,0.02175326109,0.00007176822847
2024-09-11 12:12:38,0.02336461306,0.00007708439121
2024-09-11 12:12:40,0.01530784988,0.00005050356649
2024-09-11 12:12:45,0.02336461306,0.00007708439121
2024-09-11 12:12:47,0.02175326109,0.00007176822847
2024-09-11 12:12:49,0.02094758511,0.0000691101471
2024-09-11 12:12:51,0.02336461306,0.00007708439121
2024-09-11 12:12:53,0.02014190912,0.00006645206572
2024-09-11 12:12:58,0.01450217342,0.00004784548355
2024-09-11 12:13:00,0.02014190912,0.00006645206572
2024-09-11 12:13:02,0.02175326109,0.00007176822847
2024-09-11 12:13:04,0.02094758511,0.0000691101471
2024-09-11 12:13:06,0.02255893707,0.00007442630984
2024-09-11 12:13:10,0.01933623123,0.00006379397806
2024-09-11 12:13:12,0.02255893707,0.00007442630984
2024-09-11 12:13:14,0.003222705364,0.0000106323302
2024-09-11 12:13:16,0.02175326109,0.00007176822847
2024-09-11 12:13:18,0.02094758511,0.0000691101471
2024-09-11 12:13:23,0.008862439156,0.00002923890609
2024-09-11 12:13:25,0.02336461306,0.00007708439121
2024-09-11 12:13:27,0.02175326109,0.00007176822847
2024-09-11 12:13:29,0.02175326109,0.00007176822847
2024-09-11 12:13:31,0.01530784988,0.00005050356649
2024-09-11 12:13:36,0.02175326109,0.00007176822847
2024-09-11 12:13:38,0.02417029142,0.00007974248044
2024-09-11 12:13:40,0.02094758511,0.0000691101471
2024-09-11 12:13:42,0.02094758511,0.0000691101471
2024-09-11 12:18:35,0.04108949184,0.000135562205
2024-09-11 12:18:37,0.02094758511,0.0000691101471
2024-09-11 12:18:39,0.02336461306,0.00007708439121
2024-09-11 12:18:41,0.02417029142,0.00007974248044
2024-09-11 12:18:43,0.02175326109,0.00007176822847
2024-09-11 12:18:48,0.02094758511,0.0000691101471
2024-09-11 12:18:50,0.02175326109,0.00007176822847
2024-09-11 12:18:52,0.02255893707,0.00007442630984
2024-09-11 12:18:54,0.01530784988,0.00005050356649
2024-09-11 12:18:56,0.03222705364,0.000106323302
2024-09-11 12:19:00,0.02981002331,0.00009834905004
2024-09-11 12:19:02,0.01450217342,0.00004784548355
2024-09-11 12:19:05,0.02336461306,0.00007708439121
2024-09-11 12:19:07,0.02175326109,0.00007176822847
2024-09-11 12:19:09,0.01772487879,0.00005847781375
2024-09-11 12:19:13,0.03222705364,0.000106323302
2024-09-11 12:19:15,0.03464408159,0.0001142975461
2024-09-11 12:19:17,0.02417029142,0.00007974248044
2024-09-11 12:19:19,0.02014190912,0.00006645206572
2024-09-11 12:19:21,0.01691920281,0.00005581973238
2024-09-11 12:19:26,0.02175326109,0.00007176822847
2024-09-11 12:19:28,0.02336461306,0.00007708439121
2024-09-11 12:19:30,0.02739299536,0.00009037480593
2024-09-11 12:19:32,0.02417029142,0.00007974248044
2024-09-11 12:19:34,0.02175326109,0.00007176822847
2024-09-11 12:19:39,0.02336461306,0.00007708439121
2024-09-11 12:19:41,0.02336461306,0.00007708439121
2024-09-11 12:19:43,0.02255893707,0.00007442630984
2024-09-11 12:19:45,0.02255893707,0.00007442630984
2024-09-11 12:19:47,0.02255893707,0.00007442630984
2024-09-11 12:19:51,0.03706110954,0.0001222717902
2024-09-11 12:19:53,0.02255893707,0.00007442630984
2024-09-11 12:19:55,0.02175326109,0.00007176822847
2024-09-11 12:19:57,0.01289082165,0.00004252932144
2024-09-11 12:20:00,0.02336461306,0.00007708439121
2024-09-11 12:20:04,0.03142137766,0.0001036652206
2024-09-11 12:20:06,0.02336461306,0.00007708439121
2024-09-11 12:20:08,0.02417029142,0.00007974248044
2024-09-11 12:20:10,0.02417029142,0.00007974248044
2024-09-11 12:20:12,0.004028381824,0.00001329041314
2024-09-11 12:20:17,0.01611352682,0.00005316165101
2024-09-11 12:20:19,0.02417029142,0.00007974248044
2024-09-11 12:20:21,0.02175326109,0.00007176822847
2024-09-11 12:20:23,0.02014190912,0.00006645206572
2024-09-11 12:20:25,0.01853055477,0.00006113589512
2024-09-11 12:20:30,0.02255893707,0.00007442630984
2024-09-11 12:20:32,0.02336461306,0.00007708439121
